step,starting_modules,modules,move_type,energy,mc_outcome
391,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYOYOYO2YO2YO2YO2YO2YO3YOYOY2O2Y2OYOYOYOYO2YOYO2YO2YO2YOYO3Y2OYO2YO3YO2,3,1.3333333333333332e+18,cR
392,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO5Y2OYOYOY4O2YO2Y2O2YO2YOYO2YOYOYOYOY2O7Y5O3YO4YO3YO3YO2,9,1.3333333333333332e+18,cR
393,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYOYOYOY2O2YOYO2YO2YO2YOYO2YO2YO3YO2YOY2O3YO2YO2YO2YOYOYOY2OYOYO3,4,1.3333333333333332e+18,cR
394,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,O3YOYOY3OY2OYOYO2YO2Y2O2YO2Y2OYO2Y2O2YOYO3YO2YO3Y3O3YO3YOYO6YOYO,10,1.3333333333333332e+18,cR
395,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYOYOYO2YO2YO2YO2YO2YO3YOYOY2O2Y2OYOYOYOYO2YOYO2YO2YO2YOYO3Y2OYO2YO3YO2,3,1.3333333333333332e+18,cR
396,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO,6,2e+19,cR
397,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY3OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YO3YO2,9,1.3333333333333332e+18,cR
398,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,1,1.3333333333333332e+18,cR
399,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY3OYOYOYO4YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,1,1.3333333333333332e+18,cR
400,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2,6,2e+19,cR
401,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,O4YOYOYOYOY2O4YO2YO2YOYO2Y4O2Y2OYO5YO3Y6O3YO6YOYOYO2YOYO,10,1.3333333333333332e+18,cR
402,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYO2YOYOYOY2O3YOYO2YO2YOYOYOYOYO2Y2O2YOYO2YO2YO2YOYO3YO2YOYO2YO3Y,3,1.3333333333333332e+18,cR
403,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,Y2OYOYO2YO2YO2YO2YOYO3YOYOYO3Y2O2,7,2.857142857142857e+18,cR
404,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOY2O2YOYO2YOYOYOYOY2O2YO2YO3YO3YO3YOYO2Y2O2YO2,7,2e+18,cR
405,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,Y2OYO4YO2YO2YO3YO2YOYOYOY2O2YO2YOY2O2,6,2.5e+18,cR
406,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,Y3O2YOYOYO3YOYO3YOYO3Y2OYO4YO,6,2.857142857142857e+18,cR
407,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2YOY2OYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,1,1.3333333333333332e+18,cR
408,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYOYOYOY2O2YOYO2YO2YO2YOYO2YO2YO3YO2YOY2O3YO2YO2YO2YOYOYOY2OYOYO3,4,1.3333333333333332e+18,cR
409,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYOYOYOY2O2YOYO2YO2YO2YOYO2YO2YO3YO2YOY2O3YO2YO2YO2YOYOYOY2OYOYO3,4,1.3333333333333332e+18,cR
410,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO4YO3Y2OYO2YO3YO2YO2Y2OYO2YO2,1,1.3333333333333332e+18,cR
411,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,Y2O2Y2O2Y2O2YOYO3YOYO2YOYO2YO2YO3YOYO2,6,2.5e+18,cR
412,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2,7,2e+19,cR
413,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2,6,2e+19,cR
414,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYOYOYO2YO2YO2YO2YO2YO3YOYOY2O2Y2OYOYOYOYO2YOYO2YO2YO2YOYO3Y2OYO2YO3YO2,3,1.3333333333333332e+18,cR
415,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO3YOYOYO2YOYOYO2Y3O2YO4YOYOYO2YOYO3YOYO2YO,7,2e+18,cR
416,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO,6,2e+19,cR
417,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY2OYO3YO2YOYOYO2YOYOYO3Y2OYOYOYO3YO2YO2Y3O2YO2YO2YO2YO2YO2YOYO2,9,1.3333333333333332e+18,cR
418,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYOYOYO2YO2YO2YO2YO2YO3YOYOY2O2Y2OYOYOYOYO2YOYO2YO2YO2YOYO3Y2OYO2YO3YO2,3,1.3333333333333332e+18,cR
419,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2,6,2e+19,cR
420,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2YOYO2YOYO2YO2Y2O3YOYO2YO3YO2YO2YO3Y2O2YO2YO2YOYO2Y2OYOYOYO2YOYOYOYO,10,1.3333333333333332e+18,cR
421,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYOYOYOY2O2YOYO2YO2YO2YOYO2YO2YO3YO2YOY2O3YO2YO2YO2YOYOYOY2OYOYO3,4,1.3333333333333332e+18,cR
422,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYO2YO2YO3YO2YOY2O3YO2YO2YOYOYOYOY2O2YOYO2YO2YO2YO2YOYOYOY2OYOYO3,2,1.3333333333333332e+18,cR
423,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO3YO3YO2YO3YOYOYOYO2YO2YO2YOYOYOYOYOYO3YOYOY2O2Y,6,1.818181818181818e+18,cR
424,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYOYOYOYOYOYO2YO2YO2YO2YO3YOYO2Y2O2YO3YO2Y2O2YOYO2YO2YOYO2YOYO2YOYOYO2YO,9,1.3333333333333332e+18,cR
425,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY2OYOYOYOYO2YO2YO2YOYO2Y2OYOYOYOYO3YO2YO3Y2OYO2YO3YO2YOYO2YO2YO2,9,1.3333333333333332e+18,cR
426,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3Y2O2YOYO2YOYOYOYO2YOYOYO3,7,3.3333333333333335e+18,cR
427,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,1,1.3333333333333332e+18,cR
428,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYO2YO2YO3YO2YOY2O3YO2YO2YOYOYOYOYOYO2YOYO2YO2YO2YO2YOYOYOY2OY2O3,2,1.3333333333333332e+18,cR
429,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO,6,2e+19,cR
430,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YOYOYO2YO2YO3YO2YOY2O3YO2YO2YOYOYOYOY2O2YO2YO2YO2YO2YO2YOYOYOY2OYOYO3,2,1.3333333333333332e+18,cR
431,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,Y2O2YOYO3YOYO2,6,6.666666666666667e+18,cR
432,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,3,1.3333333333333332e+18,cR
433,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYOYOYO2YO2YO2YO2YO2YO3YOYOY2O2Y2OYOYOYOYO2YOYO2YO2YO2YOYO3Y2OYO2YO3YO2,3,1.3333333333333332e+18,cR
434,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2,6,2e+19,cR
435,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO,7,2e+19,cR
436,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YOYOYO2YO2YO3YO2YOY2O3YO2YO2YOYOYOYO2Y2O2YOYO2YO2YO2YO2YOYOYOY2OYOYO3,2,1.3333333333333332e+18,cR
437,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY4O2YOYO2YO2Y2O2YO2YOY2O3YOYOY3OYO2YO5YOYO2YO3YO5YO2YOYO,9,1.3333333333333332e+18,cR
438,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYO2YO2YO3YO2YOY2O3YOYO2YOYOYOYOY2O2YOYO2YO2YO2YO2YOYOYO2Y2OYOYO3,2,1.3333333333333332e+18,cR
439,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YO2YO2Y2O2YOYO2YOYOYOYO2YO3Y2O2YO2YO3YOY2OYO2YOYO2YO2Y2O3YOYO2YOYO,10,1.3333333333333332e+18,cR
440,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YO2Y3OYOYOYO2YO2YO4YOYO2Y2OYOY2OYOYO2YO2YO3Y3OYO2YO5YO2YOYO2YO2,9,1.3333333333333332e+18,cR
441,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2,7,2e+19,cR
442,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,1,1.3333333333333332e+18,cR
443,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,O3YOYOY3OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,1,1.3333333333333332e+18,cR
444,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YO2Y3OYO2YO2YO2YO2YOYOYOY2O2YO2YOYOYO4Y2O3Y3OYO2YO5YO2YOYO2YOYO,9,1.3333333333333332e+18,cR
445,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,O5Y6O2YO3YO4YOYOYOYO2Y4OYOYOYO3YO2Y2O3YO7YO2YOY3O3YOYO,10,1.3333333333333332e+18,cR
446,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYOYOYO2YO2YO2YO2YO2YO3YOYOY2O2Y2OYOYOYOYO2YOYO2YO2YO2YOYO3Y2OYO2YO3YO2,3,1.3333333333333332e+18,cR
447,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO5Y2OY2OY2OY3O4YOYOYO3YO2YO3Y3O3YO2YO3Y2O2YO2YO5Y2OYOY2O2YO2,9,1.3333333333333332e+18,cR
448,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO,6,2e+19,cR
449,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYOYOYOY2O2YOYO2YO2YO2YOYO2YO2YO3YO2YOY2O3YO2YO2YO2YOYOYOY2OYOYO3,4,1.3333333333333332e+18,cR
450,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YO3Y2O2YOYOYOY2OYO2YO2YO2YO2YOYOYO2YOYOYO2YOYOYO2YOYO2YOYO2YO2YOYO2YO2,10,1.3333333333333332e+18,cR
451,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2,6,2e+19,cR
452,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYO2YO2YO3YO2YOYO3YO3YO2YO2YOYOYOYOY2O2YOYO2YO2YO2YO2YOYOYOY2OYOY,2,1.3333333333333332e+18,cR
453,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYO2Y2O3YO2YOYO2YO2YOYOYO2YOYOYO2YO3YO3YOYO2Y2OYOYOYO2YOYOYOYOYO2,10,1.3333333333333332e+18,cR
454,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YO3YO2YO2YOYO2YOY2O3YO2YO2YOYOYOYOY2O2YOYO2YO2YO2YO2YOYOYOY2OYOYO3,2,1.3333333333333332e+18,cR
455,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,O4Y3OY4OY2OYOY3O4YO4YOYO2YOYO2YOYO2YO2YO3Y2O3Y2O5YO2YOYO2YO2,10,1.3333333333333332e+18,cR
456,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYO4Y3OYOYO3YOY2O2YOYOY2O2YOY2OY3O3YO3YO3Y3OYO5YO3YOYO4,9,1.3333333333333332e+18,cR
457,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYO2YOYOYOY2O3YOYO2YO2YOYOYOYOYO2Y2O2YOYO2YO2YO2YOYO3YO2YOYO2YO3Y,3,1.3333333333333332e+18,cR
458,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY3OYOYOYO2YO2YO2YO2YO3Y3OYOYOYOYO2YO2YO3YOYO2YO3YO2YO2YOYO2YO2,9,1.3333333333333332e+18,cR
459,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY2OYOYOYO2YO2YO2YOYOYO2Y2OYOYOYOYO2YO2YO3YOYOYO2YO3YO2YO2YOYO2YO2,1,1.3333333333333332e+18,cR
460,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYO2YO2YO3YO2YOY2OYO2YO2YOYOYOYOY2O2YOYO2YO2YO2YO2YOYOYOY2OYO3YO3,2,1.3333333333333332e+18,cR
461,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO,6,2e+19,cR
462,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2YOYO2YOYOYOY2OYO3YO2YO3Y2O2YO2YOYO2YO2YO2YOYOYOYO2YOY2O3YO3YOYOYO2,10,1.3333333333333332e+18,cR
463,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2,6,2e+19,cR
464,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2Y2O2Y2O2YOY2OYO2YO2YO2YOYOYO3YOYO2YO2YOYO3YOYO3YO2YOYO2YO3Y2O2YOYO,10,1.3333333333333332e+18,cR
465,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYO2YO2YO3YO2YOY2O3YO2YO2YO2YOYOYOY2OYOYO3YO2YO2YOYOYOYOY2O2YOYO2,4,1.3333333333333332e+18,cR
466,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYOYOYO2YO2YO2YO2YO2YO3YOYOY2O2Y2OYOYOYOYO2YOYO2YO2YO2YOYO3Y2OYO2YO3YO2,3,1.3333333333333332e+18,cR
467,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO,7,2e+19,cR
468,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YO2YOYOYOY2OYOYO3YO2YO2YOYOYOYOY2O2YOYO2YO2YO2YOYO2YO2YO3YO2YOY2O3,4,1.3333333333333332e+18,cR
469,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO,7,2e+19,cR
470,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYOYO2YO2YO2YO3YOYOY2OYOYOYOYO2YO2YO2YOYO2Y2OYO2YO2YOYO2YO2YO3Y2OYO2YO3,3,1.3333333333333332e+18,cR
471,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYO2YO2YO3YO2YOY2O3YO2YOYOYOYOYOY2O2YOYO2YO2YO2YO2YO2YOYOY2OYOYO3,2,1.3333333333333332e+18,cR
472,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2YOY3O2YO3YO3YO3YOYO2YO2Y2O2YOY2OY3OYO2Y2O3YO3YO2YO2YO2YO3YOYO2,10,1.3333333333333332e+18,cR
473,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO,6,2e+19,cR
474,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYOYO2YO2YO2YO3YOYOY2OYOYOYOYO2YO2YO2YOYO2Y2OYO2YO2YOYO2YO2YO3Y2OYO2YO3,3,1.3333333333333332e+18,cR
475,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YO2YOYOYOY2OYOYO3YO2YO2YOYOYOYOY2O2YOYO2YO2YO2YOYO2YO2YO3YO2YOY2O3,4,1.3333333333333332e+18,cR
476,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2,6,2e+19,cR
477,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,1,1.3333333333333332e+18,cR
478,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO,7,2e+19,cR
479,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YOYO2YO2YO3YO2YOY2O3YO2YO2YOYOYOYOY2O2YOYO2YO2YO2YO2YOYOYOY2OYOYO3,2,1.3333333333333332e+18,cR
480,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YO2YOYOYOY2OYOYO3YO2YO2YOYOYOYOY2O2YOYO2YO2YO2YOYO2YO2YO3YO2YOY2O3,4,1.3333333333333332e+18,cR
481,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO3YOYOYO2YOYO2YO2YO2YO2YOYO2Y2OYOYOY2OYO2YO2YO3Y2OYO2YO3YO2YO2Y2OYO2YO2,9,1.3333333333333332e+18,cR
482,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YOYO2,7,2e+19,cR
483,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YO2YO2YOYOYOY2OYOYO3YO2YO2YOYOYOYOY2O2YOYO2YO2YO2YOYO2YO2YO3YO2YOY2O3,4,1.3333333333333332e+18,cR
484,YO3YOYOY2OYOYOYO2YO2YO2YO2YOYO2Y2OYOYOYOYO2YO2YO3Y2OYO2YO3YO2YO2YOYO2YO2,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,6,1.25e+18,A
