step,starting_modules,modules,move_type,energy,mc_outcome
986,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO,6,2e+19,cR
987,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,6,2e+19,cR
988,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2YOYOY2OYOYO2YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2Y2OYOYO2YO2YO5,4,1.25e+18,cR
989,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2O2YO2YOYOY2OYOYO,2,1.25e+18,cR
990,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2Y2O5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOYOYO2YOYOYO2,2,1.25e+18,cR
991,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO,7,2e+19,cR
992,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
993,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYOYOYOYOYOYO2YO2YO2YOYO3YO2YO2YOYO2YO,7,2.5e+18,cR
994,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYO2YOYO2YO2YOY2O2YOYO2Y2OYOYO2YO2YO5YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,4,1.25e+18,cR
995,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO4YO2Y2O2YOYOYOYO3Y2O4YO2YOY2OYOYO3YO2YOYOYOYO2YOYO2YO4YOY3O2YO2YO2YOY,10,1.25e+18,cR
996,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,O3YO2YO2YO2YOYOY2O2YOYO2Y2OYO2YO2YOYO2YOYO2Y2O6YOYO2YOY2O2YO2YOYOY2OYOYO2YO,3,1.25e+18,cR
997,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,OYOY2O2YO2YO2YOY2O3,7,5e+18,cR
998,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,6,2e+19,cR
999,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YO3YO2YOY2O2YO2Y2OYO2YOYO4YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1000,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,Y2O6YOYO2YOY2O2YO2YOYOY2OYOYO2YO4YO2YO2YO2YOYOY2O2YOYO2Y2OYO2YO2YOYO2YOYO2,3,1.25e+18,cR
1001,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOYOYOYO2YO2YOYO2YO2YO2YOYO3YOY2OYO2YO2YOYO2YOYO3YOYOYO3YO2YO2YOYOYOYOYO,7,1.25e+18,cR
1002,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1003,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1004,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO3YOYOY2OYOYO2YOY2O6YOYO2YOYOYO2YOYOYOYO2YOY2O2YO2YO4YO2YO2YO2YOYOYOYOYO,9,1.25e+18,cR
1005,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,6,2e+19,cR
1006,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOYO3YO2Y2OYO2YO2YOYO2YOYO2YO2YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1007,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOY2OYOYOYO2,2,1.25e+18,cR
1008,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO3Y2O6YOYO2YOY2O2YO2Y3OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1009,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YOYO2YOYOY2OYOYO2YO2Y2OYO2YO5YO2Y,4,1.25e+18,cR
1010,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2YO2YOYOYO2YO2YO5YO2YOYO2YOY2O2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1011,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOY2O2YO3YO2YO2YO2YO2YO2YO2YOYOYOYOYOYO2YOYO3YO3Y2O2YOYOYOYO2YO2YO2,10,1.25e+18,cR
1012,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYOYOYOYOYOYO3YO2Y2O8YOYO2YOY2O2YOYOYOYO2YO2YOYO2YOYO3YOYOYO2YOY2OYO2YO,9,1.25e+18,cR
1013,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YOY2OYO2YO5YO2Y2O2YO2YOYOY2OYOYO2,2,1.25e+18,cR
1014,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1015,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,O2Y2OYOY2OYOYO2YOY2O7YO2YOY2O2YO2Y2OYO2YO2YOYO3Y2O5YO2YO2YO2YOY2OYO2Y2O,9,1.25e+18,cR
1016,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2Y2OYO2YO5YO2Y2O2YOYO2YOYO2YO2YOY2O2YOYO2Y2OYOYO2YO2YO5YOYO2YOYOY2OYOYO2,4,1.25e+18,cR
1017,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2O2YOYO2YOY2O4YOYO2YOY2OYO2YOYO2YOYO2YO2YO3YOYO4YOYO2YO3YOYOY2OYO2,9,1.25e+18,cR
1018,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO4Y2OYOYO2YOY2O4YO3Y2O2YOY2O4Y3OYO2YO2YOYO2YOYO5YO2Y2O4YOY2OY3O3,9,1.25e+18,cR
1019,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1020,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YOYO2YOYOY2OYOYO2YO2Y2OYO2YO5YO2Y2O2YOYO2YOYO2YO2YOY2O2,4,1.25e+18,cR
1021,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1022,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO3YOYOYO2Y2O3YOYO2YOYO6YOY3OYO2Y2O2YO2YOYO2YOYOYOYO5YO2YOYOYOYO2YOYOY,10,1.25e+18,cR
1023,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO,6,2e+19,cR
1024,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYO2YOYO2YO2YOY2O2YOYO2Y2OYOYO2YO2YO5YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,4,1.25e+18,cR
1025,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1026,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO3Y,7,2e+19,cR
1027,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2YOY2O2YOYOY2OYOYO2,2,1.25e+18,cR
1028,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO4Y2OYOYO2YO2YO2YO2YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1029,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,O3YO2YO2YO2YOYOY2O2YOYO2Y2OYO2YO2YOYO2YOYO2Y2O6YOYO2YOY2O2YO2YOYOY2OYOYO2YO,3,1.25e+18,cR
1030,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYOY2OYOYOYO3YOY2O7Y2O2YO3Y2O2Y4O3YO3YO2YOYO5YO2YO2YO2YOYOY4O3,9,1.25e+18,cR
1031,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,6,2e+19,cR
1032,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1033,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO3YO4Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1034,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1035,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,O3YO2YO2YO2YOYOY2O2YOYO2Y2OYO2YO2YOYO2YOYO2Y2O6YOYO2YOY2O2YO2YOYOY2OYOYO2YO,3,1.25e+18,cR
1036,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYO2YO2YOYO2YO2YOYOYO2YOYOYO2YO2YO2YOYOYOY2OYO2YOYOYO3YOYO2YO2YO2YOYOYOYO3,9,1.25e+18,cR
1037,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO3YOYO2YO2YO2YOYOY2OYOYO2,2,1.25e+18,cR
1038,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOY2OYO2YO2YOY2O2YO2YO2YOYO2YO5YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1039,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,OYOYO2Y3OY2OYO2YOY5O9Y2OY3O2YO2YO2YOYO2Y2O4YO10YOYO2YO2Y3O,10,1.25e+18,cR
1040,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,7,2e+19,cR
1041,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYO2YO,2,1.25e+18,cR
1042,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1043,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO,6,2e+19,cR
1044,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYOYOYOY2OYO2YO2,2,1.25e+18,cR
1045,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2Y4O2Y3O2YO3Y2O2YO2YO5Y2OY2O2YO2Y2O2YOYO2YOYO3Y2O2YO10YOYO2Y3O,10,1.25e+18,cR
1046,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYOYO2YOYOYOY2OY2O2YO6YOYO2YOYO2Y2O2YO2YO2YOYO2YOYO2Y2OYOYOY2O5YO2YO2YO2,3,1.25e+18,cR
1047,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,7,2e+19,cR
1048,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO5YO2YO2Y2OYOYO2YO2YOYO4YOYOYOYOYOYO2YOY3OYOYO2Y2O6Y3O3YOYOYOYO2YO2,10,1.25e+18,cR
1049,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,O3YO2YO2YO2YOYOY2O2YOYO2Y2OYO2YO2YOYO2YOYO2Y2O6YOYO2YOY2O2YO2YOYOY2OYOYO2YO,3,1.25e+18,cR
1050,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,6,2e+19,cR
1051,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,OYOY3O2Y2OYO4Y2O7YO2Y2OY2O2Y2O2YO3YO2YOY2O8YO2YO3YOYOY3OY3O2YO,10,1.25e+18,cR
1052,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2Y2OYO2YO5YO2Y2O2YOYO2YOYO2YO2YOY2O2YOYO2YOYOY2OYOYO2,4,1.25e+18,cR
1053,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,7,2e+19,cR
1054,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YOYO2YOYOY2OYOYO2YO2Y2OYO2YO5YO2Y,4,1.25e+18,cR
1055,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO3YO2YOYOYO2YO2YOYO2YOYO5YOYO2YOYOY2OYOYO2YO2YO2YO2Y3O5YO2YOY3O2Y3O3,9,1.25e+18,cR
1056,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,Y2O6YOYO2YOY2O2YO2YOYOY2OYOYO2YO4YO2YO2YO2YOYOY2O2YOYO2Y2OYO2YO2YOYO2YOYO2,3,1.25e+18,cR
1057,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2Y2OY2O2YOYO2YO2Y2O4YOYO2YO2YOYO2YOY2OYO2Y2OYO2YO2YO4YO3YO2YO2YO2YO2Y2O2Y,9,1.25e+18,cR
1058,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO3YOYOYO2YO2YOYO2YOY2O2YOYO2YO3Y,6,2.857142857142857e+18,cR
1059,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,7,2e+19,cR
1060,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY3O2YO2YOYO2YO2YOYO2YOYO5YO2YO2YO2YOY2OYO2YO,9,1.25e+18,cR
1061,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOYOYOY2OYO2YO2YOY2OYO6Y2O2YOYO2YOYO2YO2YO2Y2OYOYO2Y2O2YOYOYO2YO5YO2,3,1.25e+18,cR
1062,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOY2O2YO2YOYOY2OYOYO2YOYO2YO2YOYO2YOYO2Y2O6YOYO5YO2YO2YO2YOYOY2O2YOYO2Y2O,3,1.25e+18,cR
1063,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYOYO6YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1064,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO,7,2e+19,cR
1065,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,Y2O2YOYO2YO2YO2YO3Y,6,5e+18,cR
1066,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOY2O2YOYO4YOY3O7YO2YO2YO2YO2Y2O2Y2OYO2YOYO2YOYO2YO2YO3YOYO2YOY3OYO2YO,9,1.25e+18,cR
1067,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYOYOYO6YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1068,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2Y2OYOYO2YO2YOY3O6YOYO2YOY2O2YO2Y5O3Y2O2YOYO2YO8YO4YOYOY2O2YO,9,1.25e+18,cR
1069,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1070,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO3Y2O2YO2Y2OY2O2YO2YO3YOYO2YOYOYOYOYOYOYOY2O2YO2YOYO7YO2YO3YOYOYOYO2Y2O,10,1.25e+18,cR
1071,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,Y5O8Y2OYO4YO4Y4O5YO4YO5YOY2OY2OY2O2YO2Y2O2YO3Y3O2Y2O3Y,10,1.25e+18,cR
1072,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2Y2OYOY2OYO3YOY2O6YOYO2YOY2O2YO2YOYO2YO2YOYO2YOY2O5YO2YO2YOYOYOYOY2O3,9,1.25e+18,cR
1073,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,Y2O6YOYO2YOY2O2YO2YOYOY2OYOYO2YO4YO2YO2YO2YOYOY2O2YOYO2Y2OYO2YO2YOYO2YOYO2,3,1.25e+18,cR
1074,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,O2Y3O2Y2OYO3YOY3O4Y2O2YOYO3YO4Y3O2YOY2O2YO3YOYO5YO2YO5YOY3O2Y2O,10,1.25e+18,cR
1075,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YOYO2YOYOY2OYOYO2YO2Y2OYO2YO5YO2Y2O2YOYO2YOYO2YO2YOY2O2,4,1.25e+18,cR
1076,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,7,2e+19,cR
1077,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,OYO2YOY2OY2O3YOY2O6YOYO2YOY2O2Y2O2Y2OYOYOYO5YO8Y2O2YOYOYOYOY2O2Y2O,9,1.25e+18,cR
